entity_name,technique_id_seq,num_techniques,motive,source,source_type
Ghost,T1190 -> T1047 -> T1059 -> T1098 -> T1136 -> T1505 -> T1068 -> T1134 -> T1003 -> T1018 -> T1057 -> T1087 -> T1135 -> T1518 -> T1071 -> T1105 -> T1132 -> T1573 -> T1041 -> T1567 -> T1486 -> T1490 -> T1562 -> T1564,24,Financial,https://www.cisa.gov/news-events/cybersecurity-advisories/aa25-050a,bounded_incident
Phobos,T1593 -> T1595 -> T1598 -> T1585 -> T1588 -> T1078 -> T1133 -> T1566 -> T1047 -> T1059 -> T1106 -> T1204 -> T1547 -> T1055 -> T1134 -> T1003 -> T1110 -> T1555 -> T1057 -> T1082 -> T1083 -> T1087 -> T1560 -> T1001 -> T1071 -> T1105 -> T1219 -> T1048 -> T1567 -> T1486 -> T1490 -> T1657 -> T1027 -> T1140 -> T1218 -> T1562,36,Financial,https://www.cisa.gov/news-events/cybersecurity-advisories/aa24-060a,bounded_incident
Leafminer,T1588 -> T1189 -> T1059 -> T1136 -> T1055 -> T1110 -> T1555 -> T1003 -> T1555 -> T1003 -> T1552 -> T1003 -> T1018 -> T1046 -> T1083 -> T1114 -> T1027,17,Espionage,Tropchaud,aggregate
APT3,T1078 -> T1566 -> T1053 -> T1574 -> T1059 -> T1204 -> T1059 -> T1203 -> T1543 -> T1098 -> T1547 -> T1136 -> T1546 -> T1056 -> T1552 -> T1003 -> T1555 -> T1110 -> T1082 -> T1049 -> T1069 -> T1018 -> T1016 -> T1083 -> T1087 -> T1057 -> T1033 -> T1021 -> T1560 -> T1074 -> T1005 -> T1090 -> T1104 -> T1065 -> T1043 -> T1105 -> T1095 -> T1041 -> T1070 -> T1027 -> T1218 -> T1564,42,Espionage,Tropchaud,aggregate
CopyKittens,T1588 -> T1059 -> T1560 -> T1564 -> T1218 -> T1553,6,Espionage,Tropchaud,aggregate
LockBit2,T1190 -> T1059 -> T1072 -> T1059 -> T1136 -> T1543 -> T1552 -> T1003 -> T1046 -> T1057 -> T1018 -> T1016 -> T1033 -> T1021 -> T1105 -> T1219 -> T1567 -> T1486 -> T1070 -> T1218,20,Financial,https://thedfirreport.com/2025/02/24/confluence-exploit-leads-to-lockbit-ransomware/,bounded_incident
Poseidon Group,T1059 -> T1003 -> T1087 -> T1057 -> T1007 -> T1049 -> T1087 -> T1036,8,Espionage,Tropchaud,aggregate
PLATINUM,T1189 -> T1566 -> T1204 -> T1068 -> T1055 -> T1056 -> T1003 -> T1056 -> T1105 -> T1095 -> T1094 -> T1036,12,Espionage,Tropchaud,aggregate
Stealth Falcon,T1053 -> T1059 -> T1047 -> T1059 -> T1555 -> T1057 -> T1033 -> T1016 -> T1012 -> T1082 -> T1005 -> T1573 -> T1071 -> T1041,14,Espionage,Tropchaud,aggregate
LazyScripter,T1583 -> T1608 -> T1588 -> T1583 -> T1566 -> T1059 -> T1204 -> T1059 -> T1547 -> T1102 -> T1105 -> T1071 -> T1036 -> T1027 -> T1218,15,Espionage,Tropchaud,aggregate
Unknown,T1589 -> T1078 -> T1133 -> T1078 -> T1552 -> T1087 -> T1018 -> T1482 -> T1083 -> T1046 -> T1021 -> T1213,12,Financial,https://www.cisa.gov/news-events/cybersecurity-advisories/aa24-046a,bounded_incident
IndigoZebra,T1583 -> T1588 -> T1586 -> T1583 -> T1566 -> T1204 -> T1105,7,Espionage,Tropchaud,aggregate
Zimbra,T1589 -> T1593 -> T1595 -> T1596 -> T1597 -> T1583 -> T1587 -> T1588 -> T1608 -> T1078 -> T1199 -> T1566 -> T1078 -> T1203 -> T1098 -> T1556 -> T1557 -> T1087 -> T1550 -> T1074 -> T1114 -> T1119 -> T1185 -> T1560 -> T1048 -> T1027,26,Espionage,https://www.cyber.gov.au/about-us/view-all-content/alerts-and-advisories/russian-state-supported-cyber-actors-conduct-phishing-campaign-targeting-users-of-zimbra-collaboration-suite,bounded_incident
Higaisa,T1566 -> T1053 -> T1203 -> T1059 -> T1106 -> T1059 -> T1574 -> T1204 -> T1059 -> T1547 -> T1057 -> T1016 -> T1082 -> T1124 -> T1573 -> T1001 -> T1090 -> T1071 -> T1041 -> T1029 -> T1140 -> T1220 -> T1036 -> T1564 -> T1027,25,Espionage,Tropchaud,aggregate
Silence,T1588 -> T1078 -> T1566 -> T1059 -> T1106 -> T1059 -> T1053 -> T1072 -> T1204 -> T1569 -> T1547 -> T1112 -> T1055 -> T1003 -> T1018 -> T1021 -> T1113 -> T1125 -> T1090 -> T1105 -> T1571 -> T1553 -> T1218 -> T1027 -> T1036 -> T1070,26,Financial,Tropchaud,aggregate
Unknown4,T1583 -> T1584 -> T1588 -> T1608 -> T1566 -> T1059 -> T1204 -> T1071 -> T1573 -> T1105 -> T1095 -> T1140 -> T1027 -> T1218,14,Espionage,https://attack.mitre.org/campaigns/C0021/,bounded_incident
Molerats,T1566 -> T1053 -> T1059 -> T1204 -> T1059 -> T1547 -> T1555 -> T1057 -> T1105 -> T1553 -> T1027 -> T1218 -> T1140,13,Espionage,Tropchaud,aggregate
Lockbit3.0,T1078 -> T1133 -> T1189 -> T1190 -> T1566 -> T1078 -> T1072 -> T1547 -> T1003 -> T1046 -> T1082 -> T1614 -> T1021 -> T1071 -> T1572 -> T1567 -> T1485 -> T1486 -> T1489 -> T1490 -> T1491 -> T1027 -> T1070 -> T1480,24,Financial,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-075a,bounded_incident
menuPass,T1583 -> T1588 -> T1566 -> T1190 -> T1199 -> T1078 -> T1047 -> T1204 -> T1574 -> T1059 -> T1053 -> T1574 -> T1059 -> T1106 -> T1055 -> T1003 -> T1056 -> T1003 -> T1087 -> T1046 -> T1049 -> T1018 -> T1083 -> T1016 -> T1210 -> T1021 -> T1005 -> T1039 -> T1074 -> T1560 -> T1119 -> T1560 -> T1074 -> T1568 -> T1090 -> T1105 -> T1140 -> T1218 -> T1036 -> T1027 -> T1036 -> T1070 -> T1553 -> T1070,44,Espionage,Tropchaud,aggregate
Transparent Tribe,T1584 -> T1608 -> T1583 -> T1566 -> T1189 -> T1203 -> T1204 -> T1059 -> T1204 -> T1568 -> T1564 -> T1027 -> T1036,13,Espionage,Tropchaud,aggregate
Ryuk3,T1566 -> T1204 -> T1059 -> T1569 -> T1059 -> T1547 -> T1482 -> T1087 -> T1069 -> T1082 -> T1124 -> T1518 -> T1550 -> T1021 -> T1071 -> T1218,16,Financial,https://thedfirreport.com/2021/01/31/bazar-no-ryuk/,bounded_incident
Unknown7,T1591 -> T1588 -> T1190 -> T1059 -> T1106 -> T1569 -> T1098 -> T1543 -> T1505 -> T1003 -> T1087 -> T1069 -> T1018 -> T1614 -> T1033 -> T1021 -> T1550 -> T1665 -> T1219 -> T1070 -> T1036,21,Espionage,https://attack.mitre.org/campaigns/C0061/,bounded_incident
admin@338,T1566 -> T1203 -> T1204 -> T1059 -> T1069 -> T1082 -> T1049 -> T1016 -> T1083 -> T1007 -> T1087 -> T1036,12,Espionage,Tropchaud,aggregate
RTM,T1189 -> T1566 -> T1574 -> T1204 -> T1547 -> T1102 -> T1219,7,Financial,Tropchaud,aggregate
AppleJeus,T1189 -> T1195 -> T1078 -> T1203 -> T1574 -> T1559 -> T1543 -> T1546 -> T1055 -> T1217 -> T1071 -> T1573 -> T1102 -> T1678 -> T1027 -> T1620 -> T1553 -> T1218,18,Financial,https://attack.mitre.org/campaigns/C0057/,bounded_incident
FIN4,T1566 -> T1078 -> T1566 -> T1204 -> T1059 -> T1204 -> T1056 -> T1114 -> T1071 -> T1090 -> T1564,11,Financial,Tropchaud,aggregate
FIN10,T1588 -> T1078 -> T1059 -> T1053 -> T1547 -> T1033 -> T1021 -> T1570 -> T1070,9,Financial,Tropchaud,aggregate
OilRig,T1078 -> T1133 -> T1566 -> T1059 -> T1204 -> T1059 -> T1204 -> T1047 -> T1053 -> T1059 -> T1137 -> T1505 -> T1003 -> T1555 -> T1552 -> T1555 -> T1003 -> T1056 -> T1003 -> T1110 -> T1069 -> T1033 -> T1201 -> T1016 -> T1120 -> T1082 -> T1049 -> T1087 -> T1012 -> T1007 -> T1057 -> T1069 -> T1497 -> T1046 -> T1021 -> T1119 -> T1113 -> T1094 -> T1105 -> T1573 -> T1572 -> T1043 -> T1008 -> T1071 -> T1048 -> T1027 -> T1070 -> T1140 -> T1218 -> T1036,50,Espionage,Tropchaud,aggregate
Ryuk2,T1078 -> T1204 -> T1047 -> T1569 -> T1059 -> T1055 -> T1087 -> T1482 -> T1046 -> T1012 -> T1018 -> T1518 -> T1021 -> T1071 -> T1486 -> T1218 -> T1562,17,Financial,https://thedfirreport.com/2020/10/08/ryuks-return/,bounded_incident
Nokoyawa,T1566 -> T1204 -> T1059 -> T1053 -> T1059 -> T1543 -> T1055 -> T1552 -> T1003 -> T1069 -> T1482 -> T1083 -> T1046 -> T1057 -> T1018 -> T1518 -> T1082 -> T1033 -> T1021 -> T1039 -> T1105 -> T1219 -> T1071 -> T1048 -> T1486 -> T1070 -> T1036 -> T1218,28,Financial,https://thedfirreport.com/2024/04/01/from-onenote-to-ransomnote-an-ice-cold-intrusion/,bounded_incident
BlueSky,T1078 -> T1053 -> T1059 -> T1569 -> T1112 -> T1543 -> T1055 -> T1110 -> T1003 -> T1033 -> T1135 -> T1021 -> T1071 -> T1486 -> T1562 -> T1027 -> T1036,17,Financial,https://thedfirreport.com/2023/12/04/sql-brute-force-leads-to-bluesky-ransomware/,bounded_incident
APT41,T1588 -> T1133 -> T1195 -> T1566 -> T1190 -> T1078 -> T1574 -> T1203 -> T1574 -> T1059 -> T1569 -> T1053 -> T1574 -> T1059 -> T1197 -> T1047 -> T1059 -> T1542 -> T1547 -> T1112 -> T1546 -> T1136 -> T1543 -> T1055 -> T1056 -> T1110 -> T1003 -> T1083 -> T1049 -> T1046 -> T1135 -> T1016 -> T1033 -> T1021 -> T1560 -> T1005 -> T1105 -> T1071 -> T1008 -> T1104 -> T1102 -> T1568 -> T1090 -> T1071 -> T1496 -> T1486 -> T1218 -> T1070 -> T1480 -> T1218 -> T1036 -> T1070 -> T1553 -> T1014 -> T1027 -> T1036,56,Financial,Tropchaud,aggregate
RansomHub2,T1133 -> T1078 -> T1059 -> T1543 -> T1003 -> T1110 -> T1087 -> T1069 -> T1482 -> T1083 -> T1087 -> T1069 -> T1046 -> T1057 -> T1018 -> T1016 -> T1570 -> T1021 -> T1219 -> T1048 -> T1486 -> T1490 -> T1070 -> T1222 -> T1070,25,Financial,https://thedfirreport.com/2025/06/30/hide-your-rdp-password-spray-leads-to-ransomhub-deployment/,bounded_incident
UNC3890,T1583 -> T1584 -> T1587 -> T1588 -> T1608 -> T1189 -> T1105,7,Espionage,https://attack.mitre.org/campaigns/C0010/,bounded_incident
PYSA,T1133 -> T1078 -> T1059 -> T1053 -> T1003 -> T1087 -> T1018 -> T1083 -> T1482 -> T1087 -> T1057 -> T1570 -> T1021 -> T1071 -> T1041 -> T1486 -> T1218,17,Financial,https://thedfirreport.com/2020/11/23/pysa-mespinoza-ransomware/,bounded_incident
FrostBeacon,T1566 -> T1204 -> T1059 -> T1055 -> T1082 -> T1016 -> T1090 -> T1071 -> T1105 -> T1221 -> T1027 -> T1140,12,Financial,https://www.seqrite.com/blog/operation-frostbeacon-multi-cluster-cobalt-strike-campaign-targets-russia/,bounded_incident
Carbanak,T1588 -> T1078 -> T1543 -> T1102 -> T1219 -> T1218 -> T1036 -> T1562 -> T1036,9,Financial,Tropchaud,aggregate
Lazarus Group,T1591 -> T1593 -> T1589 -> T1591 -> T1587 -> T1584 -> T1588 -> T1584 -> T1585 -> T1583 -> T1588 -> T1608 -> T1583 -> T1608 -> T1588 -> T1566 -> T1189 -> T1078 -> T1566 -> T1059 -> T1204 -> T1059 -> T1203 -> T1106 -> T1574 -> T1053 -> T1059 -> T1204 -> T1047 -> T1574 -> T1543 -> T1547 -> T1098 -> T1542 -> T1547 -> T1134 -> T1055 -> T1110 -> T1056 -> T1557 -> T1124 -> T1046 -> T1049 -> T1087 -> T1082 -> T1016 -> T1497 -> T1614 -> T1012 -> T1010 -> T1033 -> T1057 -> T1083 -> T1021 -> T1534 -> T1560 -> T1074 -> T1560 -> T1005 -> T1560 -> T1065 -> T1090 -> T1105 -> T1104 -> T1001 -> T1026 -> T1071 -> T1043 -> T1132 -> T1090 -> T1573 -> T1102 -> T1571 -> T1008 -> T1041 -> T1048 -> T1567 -> T1491 -> T1561 -> T1485 -> T1529 -> T1489 -> T1620 -> T1202 -> T1562 -> T1036 -> T1218 -> T1036 -> T1220 -> T1036 -> T1562 -> T1218 -> T1027 -> T1140 -> T1564 -> T1070 -> T1036 -> T1070 -> T1553 -> T1070 -> T1221 -> T1027 -> T1218,103,Espionage,Tropchaud,aggregate
Gorgon Group,T1588 -> T1566 -> T1204 -> T1106 -> T1059 -> T1547 -> T1112 -> T1055 -> T1105 -> T1065 -> T1564 -> T1140 -> T1562,13,Espionage,Tropchaud,aggregate
Shedding_Zmiy_Case1,T1566 -> T1190 -> T1078 -> T1569 -> T1059 -> T1053 -> T1136 -> T1543 -> T1547 -> T1505 -> T1112 -> T1003 -> T1555 -> T1033 -> T1016 -> T1046 -> T1057 -> T1010 -> T1518 -> T1021 -> T1210 -> T1550 -> T1570 -> T1560 -> T1005 -> T1132 -> T1219 -> T1567 -> T1036 -> T1562 -> T1140 -> T1620 -> T1070,33,Espionage,https://rt-solar.ru/solar-4rays/blog/4333/,bounded_incident
Sowbug,T1059 -> T1056 -> T1003 -> T1135 -> T1082 -> T1083 -> T1039 -> T1560 -> T1036,9,Espionage,Tropchaud,aggregate
BlackSuit1,T1650 -> T1133 -> T1190 -> T1566 -> T1078 -> T1484 -> T1021 -> T1119 -> T1105 -> T1572 -> T1486 -> T1070 -> T1562,13,Financial,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-061a,bounded_incident
Turla,T1588 -> T1587 -> T1584 -> T1583 -> T1588 -> T1584 -> T1078 -> T1566 -> T1189 -> T1059 -> T1204 -> T1059 -> T1106 -> T1112 -> T1546 -> T1547 -> T1068 -> T1055 -> T1134 -> T1055 -> T1555 -> T1110 -> T1120 -> T1082 -> T1057 -> T1007 -> T1016 -> T1201 -> T1087 -> T1069 -> T1049 -> T1012 -> T1018 -> T1087 -> T1518 -> T1124 -> T1615 -> T1083 -> T1069 -> T1016 -> T1570 -> T1021 -> T1005 -> T1025 -> T1213 -> T1560 -> T1102 -> T1090 -> T1102 -> T1105 -> T1071 -> T1090 -> T1567 -> T1553 -> T1562 -> T1027 -> T1140 -> T1027,58,Espionage,Tropchaud,aggregate
Diavol,T1566 -> T1078 -> T1197 -> T1059 -> T1055 -> T1134 -> T1558 -> T1552 -> T1003 -> T1033 -> T1046 -> T1069 -> T1083 -> T1135 -> T1482 -> T1021 -> T1567 -> T1486 -> T1562,19,Financial,https://thedfirreport.com/2021/12/13/diavol-ransomware/,bounded_incident
Void Rabisu,T1583 -> T1566 -> T1546 -> T1555 -> T1113 -> T1571 -> T1071 -> T1219 -> T1027,9,Espionage,https://www.trendmicro.com/en_us/research/23/e/void-rabisu-s-use-of-romcom-backdoor-shows-a-growing-shift-in-th.html,bounded_incident
Ryuk,T1566 -> T1078 -> T1047 -> T1059 -> T1204 -> T1068 -> T1482 -> T1018 -> T1124 -> T1021 -> T1105 -> T1071 -> T1573 -> T1486 -> T1218,15,Financial,https://thedfirreport.com/2020/10/18/ryuk-in-5-hours/,bounded_incident
GTG-1002,T1595 -> T1592 -> T1590 -> T1584 -> T1587 -> T1683 -> T1588 -> T1190 -> T1078 -> T1136 -> T1552 -> T1087 -> T1083 -> T1046 -> T1082 -> T1016 -> T1049 -> T1119 -> T1213 -> T1005 -> T1074 -> T1567,22,Espionage,https://attack.mitre.org/campaigns/C0062/,bounded_incident
XingLocker,T1047 -> T1053 -> T1059 -> T1055 -> T1134 -> T1003 -> T1033 -> T1046 -> T1069 -> T1083 -> T1135 -> T1482 -> T1518 -> T1021 -> T1486 -> T1562,16,Financial,https://thedfirreport.com/2021/10/18/icedid-to-xinglocker-ransomware-in-24-hours/,bounded_incident
LockBit3,T1204 -> T1059 -> T1053 -> T1569 -> T1059 -> T1047 -> T1547 -> T1055 -> T1552 -> T1003 -> T1087 -> T1069 -> T1482 -> T1615 -> T1057 -> T1018 -> T1021 -> T1090 -> T1071 -> T1048 -> T1567 -> T1486 -> T1562 -> T1036,24,Financial,https://thedfirreport.com/2025/01/27/cobalt-strike-and-a-pair-of-socks-lead-to-lockbit-ransomware/,bounded_incident
CL0P,T1190 -> T1566 -> T1059 -> T1129 -> T1574 -> T1505 -> T1546 -> T1068 -> T1055 -> T1018 -> T1021 -> T1563 -> T1113 -> T1071 -> T1105 -> T1041 -> T1070,17,Financial,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-158a,bounded_incident
ScatteredSpider1,T1589 -> T1598 -> T1597 -> T1594 -> T1598 -> T1593 -> T1583 -> T1585 -> T1566 -> T1199 -> T1078 -> T1648 -> T1204 -> T1136 -> T1556 -> T1484 -> T1606 -> T1621 -> T1552 -> T1539 -> T1217 -> T1538 -> T1083 -> T1018 -> T1021 -> T1213 -> T1074 -> T1114 -> T1530 -> T1219 -> T1090 -> T1567 -> T1486 -> T1657 -> T1660 -> T1578 -> T1656 -> T1451,38,Financial,https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-320a,bounded_incident
Shedding_Zmiy_Case6,T1190 -> T1078 -> T1059 -> T1053 -> T1574 -> T1505 -> T1558 -> T1021 -> T1090 -> T1562 -> T1036,11,Espionage,https://rt-solar.ru/solar-4rays/blog/4333/,bounded_incident
